日本政府は半導体の安定調達につながるとし、世界でも有数の技術力を持つTSMCの誘致に過去数年間、力を入れてきた。	<政府活動>,<日本>,<その他>
香港で中国政府の影響力が強まる中、地政学的なリスクを回避する。	
農林水産省は9日、北海道の2021年産水稲の作況指数が108になる見通しと発表した。	<政府活動>,<日本>,<その他>
国内で製造、流通、サービス業などの顧客がDXに向けたIT投資を増やしたほか、中央省庁や金融向け事業も拡大した。	<政府活動>,<日本>,<目標・計画・指針>
政府の需要喚起策「Go To、トラベル」が実施されていた前年同月を上回った。	
米商務省が半導体のサプライチェーンを把握するため企業に求めていた情報開示を巡り、8日に回答期限を迎えた。	<政府活動>,<米国>,<目標・計画・指針>
半導体が世界的に不足するなか、同省は供給網の問題点を洗い出して安定調達につなげる狙いだ。	<政府活動>,<日本>,<その他>
厚生労働省は2回接種を終えたすべての人を対象に追加接種を実施する方針を掲げた。	<政府活動>,<日本>,<法整備・規制>,<施行>
半導大手の台湾積体電路製造は8日、米政府が半導体不足の解消を理由に、世界の大手メーカーに対して在庫などの詳細な情報開示を求めた件について、同日までに米当局に自社の情報を提供したと発表した。	<企業活動背景>,<米国>,<法整備・規制>
デジタル庁が9月に発足した。	<政府活動>,<日本>,<その他>
ただし電子政府のサービス利用が進むかどうかは、その政府への信頼が重要な役割を果たすとの研究もある。	
いくら現場で奮闘しても、システムを提供する政府への信頼がなければ国民に受け入れてもらえないこともあるだろう。	
総務省が近く規制を緩和するのに合わせて実証実験を始め、早ければ2025年に事業化する。	<企業活動背景>,<日本>,<法整備・規制>
英国の医薬品・医療製品規制庁は4日、米製薬大手メルクが開発する新型コロナウイルスの飲み薬「モルヌピラビル」を世界で初めて承認した。	<政府活動>,<英国>,<法整備・規制>
厚生労働省は5日、中外製薬の抗体カクテル薬「ロナプリーブ」を新型コロナウイルスの発症予防薬として特例承認した。	<政府活動>,<日本>,<法整備・規制>
同省は「新型コロナウイルスによる感染症の予防の基本はワクチンで、抗体カクテル薬はワクチンに置き換わるものではない」としており、添付文書にも警告として記載した。	<政府活動>,<日本>,<法整備・規制>
厚生労働省は4日、新型コロナウイルスの抗体カクテル療法に使う中外製薬の「ロナプリーブ」について発症予防薬としての承認を決めた。	<政府活動>,<日本>,<法整備・規制>
政府は感染拡大の第6波に備え、病床確保や重症化予防に軸足を置いた対策の強化を検討している。	<政府活動>,<日本>,<法整備・規制>
英医薬品・医療製品規制庁は4日、米製薬大手メルクが新型コロナウイルス向けに開発した飲み薬を承認したと発表した。	<政府活動>,<英国>,<法整備・規制>
資源エネルギー庁は4日、ガソリンの店頭価格が1リットル168.7円だったと発表した。	<政府活動>,<日本>,<指数・統計>
菅義偉前首相の肝煎りだったデジタル庁が発足して約2カ月。	<政府活動>,<日本>,<その他>
発電事業者が洋上風力を稼働させるには、政府が指定する海域で実施する公募に応札し、事業者として選定される必要がある。	<企業活動背景>,<日本>,<その他>
米司法省は2日、米出版最大手ペンギン・ランダムハウスによる同業大手サイモン・アンド・シュスターの買収阻止を求めて連邦地裁に提訴した。	<政府活動>,<米国>,<法整備・規制>
日本の企業や政府は国際的なルールづくりでしばしば欧米に後れをとることがある。	
インバーターの搭載などで省エネ性能も高めた。	
