84093939	環境省		環境省_令和4年度脱炭素社会を支えるプラスチック等資源循環システム構築実証事業の公募について	<政府活動>,<日本>,<補助金・交付金>	１．環境省は、脱炭素社会構築に資する資源循環システム構築の加速化を図るため、従来型の化石由来資源利用を段階的に改めることとしています。２．本事業は、化石由来資源の代替素材開発や、使用済みの化石由来資源のリサイクル技術・システム高度化など、技術的課題を解決し事業化に向けて必要な実証を行うものです。３．令和４年度事業の実施主体について、補助事業者（執行団体）である一般社団法人日本有機資源協会より下記のとおり公募いたします。	<政府活動>,<日本>,<その他>
85829454	環境省		環境省_令和4年度環境デュー・ディリジェンス普及等業務		次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
84275380	環境省		環境省_令和4年度生物多様性保全推進交付金の採択結果について		環境省では、エコツーリズムを活用した地域活性化を推進するため、エコツーリズム推進法に基づくエコツーリズム推進全体構想の策定やエコツアープログラムづくり、ガイド等の人材育成等の地域活動に対して「エコツーリズム地域活性化支援事業」による支援を行っています。　今般、令和４年度の採択事業７件を決定しましたのでお知らせします。	<政府活動>,<日本>,<目標・計画・指針>
85174879	環境省	環境省,大臣官房,環境経済課,環境金融推進室	環境省_令和4年度 TCFD開示に係る地域金融機関向け研修プログラム参加金融機関募集について	<政府活動>,<日本>,<補助金・交付金>	環境省では、地域金融機関による気候関連財務情報開示タスクフォース（Task Force on Climate-related Financial Disclosures, TCFD）開示の質向上と、TCFD提言の理解深耕を目的とし、「令和４年度 TCFD開示に係る地域金融機関向け研修プログラム」に参加する金融機関の募集を開始しましたのでお知らせいたします。	<政府活動>,<日本>,<補助金・交付金>
84696301	環境省		環境省_「令和4年度アジア水環境改善モデル事業」に係る実現可能性調査実施機関の募集について	<政府活動>,<日本>,<補助金・交付金>	１．環境省では、アジア・大洋州地域における水ビジネス市場への我が国企業等の進出促進を図り、当該地域の水環境改善を実現することを目的として、平成23年度より「アジア水環境改善モデル事業」を実施しています。２．今回、令和４年度に本モデル事業の実施主体として、アジア・大洋州地域で水環境改善ビジネスを展開するための実現可能性調査（ＦＳ）を実施する事業者を令和４年５月９日(月)から同年６月10日(金)までの間募集します。	<政府活動>,<日本>,<その他>
81668865	環境省		環境省_令和4年度ワシントン条約附属書改正提案等検討業務		次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
85562708	環境省		環境省_ストックホルム条約、バーゼル条約及びロッテルダム条約締約国会議の開催について	<政府活動>,<日本>,<国際会議・会合・会談>	１．　本年６月６日（月）～６月17日（金）の日程で、残留性有機汚染物質に関するストックホルム条　　約第10回締約国会議、有害廃棄物の国境を越える移動及びその処分の規制に関するバーゼル条約第　　15回締約国会議及び国際貿易の対象となる特定の有害な化学物質及び駆除剤についての事前のかつ　　情報に基づく同意の手続に関するロッテルダム条約第10回締約国会議が、ジュネーブ（スイス）に　　おいて開催されます。また、６月１日（水）には、本条約締約国会議のハイレベルセグメントがス　　トックホルム（スウェーデン）において開催されます。２．　ストックホルム条約については、製造・輸入等が規制される条約対象物質への１物質群の追加の　　検討等、バーゼル条約については、附属書VIII及びIXに規定する廃電子・電気機器に関する項目の　　改正の検討等、ロッテルダム条約については、輸出入に際して事前届出が必要な対象物質への７物　　質の追加の検討等が行われる予定です。３．　また、ハイレベルセグメントにおいては、化学物質と廃棄物の環境上適正な管理と生物多様性の　　喪失、気候変動、環境汚染の解決の関わり等に関する議論が行われます。	<政府活動>,<日本>,<国際会議・会合・会談>
85713754	環境省		環境省_令和4年度国内外のESG金融の調査及び普及推進等委託業務		次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
81579823	環境省		環境省_産業廃棄物の排出及び処理状況等について		令和元年度における全国の産業廃棄物の排出及び処理状況等について調査し、その結果を取りまとめましたので公表します。結果の概要は次のとおりです。	<政府活動>,<日本>,<その他>
79951105	環境省		環境省_愛媛県における高病原性鳥インフルエンザの疑似患畜の確認について	<政府活動>,<日本>,<その他>	令和３年12月31日（金）、愛媛県西条市の養鶏場において、高病原性鳥インフルエンザの疑似患畜が確認された旨の報告がありました。この報告を受け、発生農場の周辺半径10km圏内を野鳥監視重点区域に指定し、野鳥の監視を強化します。	<政府活動>,<日本>,<法整備・規制>
81092689	環境省		環境省_「エネルギーと気候に関する主要経済国フォーラム閣僚級会合」の結果について		１月27日、米国主催のエネルギーと気候に関する主要経済国フォーラム（MEF）閣僚級会合がオンラインで開催されました。G20を含む24か国が参加しました。我が国からは山口壯環境大臣が出席し、我が国として、岸田総理大臣の施政方針演説を引用しつつ、2030年度の排出削減目標の達成、2050年カーボンニュートラルの実現に向け、経済社会全体の大変革に取り組むという決意を伝え、また、その一環として「脱炭素先行地域」の創出や、二国間クレジット制度（JCM）パートナー国の拡大等パリ協定６条ルールに関するアクションに取り組んでいくこと等を発言しました。	<政府活動>,<日本>,<国際会議・会合・会談>
81292220	環境省		環境省_令和4年度「PRTRインフォメーション広場」等のHP用コンテンツ作成に関する業務		次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
86553546	環境省		環境省_令和4年度第1回温室効果ガス排出削減等指針検討委員会の開催について	<政府活動>,<日本>,<国際会議・会合・会談>	令和４年度第１回温室効果ガス排出削減等指針検討委員会を令和４年６月28日（火）に開催します。なお、本検討会は、オンライン会議方式（ライブ配信）による開催とします。	<政府活動>,<日本>,<国際会議・会合・会談>
80423607	環境省		環境省_令和3年度アスベストモニタリングマニュアル改訂検討会の開催について	<政府活動>,<日本>,<法整備・規制>,<検討>	令和４年１月20日（木）に令和３年度アスベストモニタリングマニュアル改訂検討会（第２回）を開催します。　　　	<政府活動>,<日本>,<法整備・規制>,<検討>
80336927	環境省		環境省_令和4年度一般乗用旅客自動車使用に関する業務		次のとおり、公募いたします。	
79445561	環境省		環境省_動物の愛護及び管理に関する法律施行規則の一部を改正する省令案等に対する意見の募集について	<政府活動>,<日本>,<補助金・交付金>	環境省では、令和元年６月19日（水）に公布された「動物の愛護及び管理に関する法律等の一部を改正する法律」（令和元年法律第39号。以下「改正法」という。）の第３段階※の施行等に伴い、動物の愛護及び管理に関する法律施行規則等の改正を行うこととしました。改正案について広く国民の皆様からの御意見を募集するため、令和３年12月17日（金）から令和４年１月15日（土）までの間、意見の募集（パブリックコメント）を実施します。御意見のある方は、意見募集要領に沿って御提出ください。本パブリックコメントは別添「動物の愛護及び管理に関する法律施行規則の改正案」及び「第一種動物取扱業者及び第二種動物取扱業者が取り扱う動物の管理の方法等の基準を定める省令の改正案」について意見を求めるものです。当該省令案に関するもの以外の御意見や以下の意見募集要領に則らない形式により提出された御意見につきましては、本パブリックコメントの対象外とさせていただきますので、あらかじめ御承知おきください。※第１段階施行期日：令和２年６月１日 ※第２段階施行期日：令和３年６月１日※第３段階施行期日：令和４年６月１日	<政府活動>,<日本>,<法整備・規制>,<改正>
79168933	環境省		環境省_2021年度 第2回ウォータープロジェクト「グッドプラクティス塾」の開催について	<政府活動>,<日本>,<その他>	環境省では、ウォータープロジェクト※の一環として、2021年度の第２回目のグッドプラクティス塾「企業活動と水リスク」を令和３年12月24日（金）に開催します。皆様の御参加をお待ちしております。※：健全な水循環の維持・回復のための取組推進に向け平成26 年８月に発足。環境省が関係主体間の連携協力の場を作り、民間企業等の主体的・自発的・積極的な活動を推進。	<政府活動>,<日本>,<その他>
82717690	環境省		環境省_持続可能な開発に関するアジア太平洋フォーラムサイドイベント「海洋マイクロプラスチック規制に向けたワンヘルス・アプローチ:アドボカシーから行動へ」の開催について	<政府活動>,<日本>,<その他>	持続可能な開発に関するアジア太平洋フォーラム（APFSD※）サイドイベント「海洋マイクロプラスチック規制に向けたワンヘルス・アプローチ：アドボカシーから行動へ」を日本国環境省、在タイ日本大使館及び在タイフランス大使館の主催により開催します。  アジア太平洋地域における海洋プラスチック汚染問題解決のために、既に実施されている様々な取組を共有し、ステークホルダー間の協働を加速させるとともに、SDG14（海洋保全）を始め、複数の目標達成に貢献するための方策について議論します。	<政府活動>,<日本>,<その他>
86228531	環境省		環境省_「気候変動適応計画の令和2年度施策フォローアップ報告書」の取りまとめについて		本日開催した「気候変動適応推進会議（第６回）」において、「気候変動適応計画」（平成30 年11 月27 日閣議決定）に関して令和２年度に実施した施策のフォローアップを行い、「気候変動適応計画の令和２年度施策フォローアップ報告書」として取りまとめました。	<政府活動>,<日本>,<法整備・規制>,<施行>
81668851	環境省		環境省_令和4年度民生部門における脱炭素化対策・施策検討委託業務		次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
81092686	環境省		環境省_「サステナアワード2021伝えたい 日本の"サステナブル"」表彰式を2月14日に開催~100近い応募動画作品から、農林水産大臣賞、環境大臣賞、消費者庁長官賞など各賞を決定~		「あふの環（わ）2030プロジェクト」では、食と農林水産業に関するサステナブルな取組動画を募集する「サステナアワード2021　伝えたい日本の"サステナブル"」を実施しました。この度、令和４年２月14日(月)に表彰式を開催し、各賞の受賞作品を発表します。	<政府活動>,<日本>,<補助金・交付金>
85238784	環境省		環境省_奈良県の死亡野鳥における鳥インフルエンザウイルス遺伝子検査陰性について		北海道根室市で令和４年５月６日（金）にオジロワシ１羽の死亡個体が回収され、簡易検査を実施したところ、Ａ型鳥インフルエンザウイルスの陽性反応が確奈良県奈良市で令和４年５月17日（火）にハシブトガラス２羽の死亡個体が回収され、この２羽について簡易検査を実施したところ、１羽からＡ型鳥インフルエンザウイルスの陽性反応が確認された旨の報告がありました。上記のハシブトガラスについて、鳥取大学で遺伝子検査を実施したところ、５月20日（金）に鳥インフルエンザウイルスは検出されなかった（陰性）旨の報告がありました。この報告を受け、５月17日（火）に指定した野鳥監視重点区域を解除します。	<政府活動>,<日本>,<その他>
84908471	環境省		環境省_令和4年度二酸化炭素排出抑制対策事業費等補助金の公募について	<政府活動>,<日本>,<補助金・交付金>	二酸化炭素排出抑制対策事業費等補助金（グリーンボンド等促進体制整備支援事業）の執行団体である一般社団法人グリーンファイナンス推進機構が、当該補助金の公募を開始しますので、お知らせします。	<政府活動>,<日本>,<補助金・交付金>
86494189	積水ハウス、環境省「自然共生サイト（仮称）」認定実証事業に参画 | 上毛新聞社のニュースサイト		積水ハウス、環境省「自然共生サイト」認定実証事業に参画 | 上毛新聞社のニュースサイト		積水ハウス株式会社は、環境省が実施する「自然共生サイト（仮称）」認定実証事業に、生物多様性保全の取り組みの「5本の樹」計画を対象として参画します。	<政府活動>,<日本>,<その他>
85079763	環境省		環境省_令和4年度ローカル・ブルー・オーシャン・ビジョン推進事業の実施自治体の募集について	<政府活動>,<日本>,<補助金・交付金>	１．\t　国内における海洋ごみ対策の一層の推進を図ることを目的とし、自治体と企業等が連携した海洋ごみの回収･発生抑制対策等を実効性の高い、持続可能な取組とするため、モデル事業を実施する自治体を募集いたします。２．\t　海に流出するごみの約８割は内陸（街）由来とされ、一度海に流出したごみを回収することは困難となります。本取組は、先進的な取組を支援し、得られた成果・知見等を踏まえ、全国の各地域へ横展開を図ることとしています。	<政府活動>,<日本>,<補助金・交付金>
88375225	環境省		脱炭素先行地域募集について	<政府活動>,<日本>,<補助金・交付金>	環境省は、令和４年７月26日（火）から同年８月26日（金）まで、脱炭素先行地域の第２回募集を行います。	<政府活動>,<日本>,<補助金・交付金>
80135349	環境省		環境省_新潟関川風力発電事業に係る計画段階環境配慮書に対する環境大臣意見の提出について	<政府活動>,<日本>,<法整備・規制>,<施行>	環境省は、「（仮称）新潟関川風力発電事業計画段階環境配慮書」（東急不動産株式会社）に対する環境大臣意見を経済産業大臣に提出した。　環境大臣意見では、（１）事業実施想定区域に含まれる磐梯朝日国立公園の第２種及び第３種特別地域は、対象事業実施区域からの除外を前提に検討するとともに、風力発電設備の設置を回避すること、また、普通地域において、主要な眺望点からの眺望景観に重大な影響を及ぼす風力発電設備等の設置を原則回避すること、（２）風力発電設備への衝突事故や移動の阻害等による鳥類への影響を回避又は極力低減すること等を求めている。	<政府活動>,<日本>,<法整備・規制>,<施行>
87840254	環境省		令和2年度の電気事業者ごとの基礎排出係数・調整後排出係数等の公表について	<政府活動>,<日本>,<その他>	令和２年度の電気事業者ごとの基礎排出係数・調整後排出係数等は、令和４年１月７日に公表され、同年２月17日に一部が修正されています。	<政府活動>,<日本>,<法整備・規制>,<改正>
87856529	環境省	環境再生・資源循環局,総務課,リサイクル推進室	二酸化炭素排出抑制対策事業費等補助金の令和3年度補正予算四次公募及び令和4年度二次公募について	<政府活動>,<日本>,<補助金・交付金>	います。	
26609159	【日本】環境省と農水省、食品ロス発生抑制と食品リサイクルの今後の方向性提示。事業者への要求強化 | Sustainable Japan		環境省と農水省、食品ロス発生抑制と食品リサイクルの今後の方向性提示事業者への要求強化		環境省の中央環境審議会循環型社会部会食品リサイクル専門委員会と農林水産省の食料・農業・農村政策審議会食料産業部会食品リサイクル小委員会の合同会合は2月4日、報告書「今後の食品リサイクル制度のあり方について」を取りまとめ、現状分析と今後の方向性を発表した。原案を2018年12月に公表し、12月26日から1月24日までパブリックコメントを実施した。 食品リサイクル法は、可食部分の廃棄物「食品ロス」と不可食部分の廃棄物も含む「食品廃棄物」の発生削減と、食品廃棄物の再生利用(食品リサイクル)の2つについてルールを定めている。同法は2000年に制定され、2007年には100t以上の食品廃棄物等を排出する事業者を食品廃棄物等多量発生事業者として位置づけ、毎年の発生量報告を義務化する法改正を実施。2014年には、26業種の食品廃棄物等の一層の発生抑制のため発生抑制の努力目標値を告示で定め、2015年には5業種を追加した。また、食品リサイクルについては、2000年から再生利用等実施率の努力目標も定めている。 食品ロスの発生削減の現状では、環境省と農林水産省が2014年に設定した業種ごとの目標値については、約9割の企業が達成。但し、目標値は約7割の事業者が達成できている水準で設定されたため、4年が経過し、達成率が約2割増えただけ。食品ロスは毎年300万t発生ていると推計されている。食品廃棄物の発生削減は、近年は横ばい状態にあり課題がある状況。 食品リサイクルの状況では、2014年から2019年までの5年目標を設定し、報告対象業種を「食品製造業」「食品卸売業」「食品小売業」「外食産業」の4つに括って進捗状況を公表している。食品製造業は、目標値95%に対しすでに95%に到達。食品卸売業は目標値70%に対し現在65%。食品小売業は目標値55%に対し現在49%で、やや改善した。外食産業は目標値50%に対し現状23%で、目標設定時の状況25%よりも悪化している。外食産業については、「外食産業に少量かつ多様な食品廃棄物等が発生し、また、塩分及び油分を多く含み、箸や楊枝等の異物混入の可能性がある」と、食品リサイクルの難易度の高さに言及し、その分、食品ロスの発生抑制が重要となるとの見解を示した。(出所)今後の食品リサイクル制度のあり方について 食品リサイクルが進んでいない理由については、「周辺に再生利用事業者が存在しないため」と指摘。単に存在していないだけでなく、市区町村による事業系一般ごみの回収費用に比べ食品廃棄物回収業者の回収料金が高く、食品関連事業者が一般ごみでの廃棄を選択してしまうため、結果的に食品リサイクル事業に必要な食品廃棄物回収ができなくなる、という経済合理性面での問題を挙げた。地元の理解が得られず土地確保が難しいケースも挙げた。 今後の方向性では、「事業者毎の進捗状況の公表」「発生抑制目標値の強化」「発生抑制目標値を現在対象外の44業種にも設定」「市区町村が一般廃棄物処理計画の中で食品廃棄物の排出抑制や再生利用の推進方策を位置づけ」等を掲げた。【参照ページ】今後の食品リサイクル制度のあり方について(報告書)の公表及び意見の募集(パブリックコメント)の結果について株式会社ニューラル サステナビリティ研究所	<政府活動>,<日本>,<その他>
80656761	環境省		環境省_低濃度ポリ塩化ビフェニル廃棄物の無害化処理に係る大臣認定について	<政府活動>,<日本>,<法整備・規制>	東芝環境ソリューション株式会社より申請のありました廃棄物処理法に基づく低濃度ポリ塩化ビフェニル廃棄物の無害化処理の認定申請について、認定を行いました。	<政府活動>,<日本>,<法整備・規制>
83223744	環境省		環境省_気候変動に関する政府間パネル第6次評価報告書第3作業部会報告書の公表について	<政府活動>,<日本>,<その他>	気候変動に関する政府間パネル（IPCC）第56回総会及び同パネル第３作業部会（WG3）第14回会合が令和４年３月21日（月）から同年４月４日（月）にかけてオンラインで開催され、IPCC第６次評価報告書（AR6）WG3報告書（以下「AR6/WG3報告書」という。）の政策決定者向け要約（SPM）が承認されるとともに、同報告書の本体等が受諾されました。	<政府活動>,<日本>,<法整備・規制>
81413799	環境省		環境省_第四次循環型社会形成推進基本計画の第2回点検及び循環経済工程表の策定に向けたワークショップの開催について	<政府活動>,<日本>,<その他>	第四次循環型社会形成推進基本計画（平成30年６月に閣議決定。以下「循環基本計画」という。）の第２回点検及び循環経済工程表の策定に向けたワークショップを、令和４年３月16日（水）にオンライン会議方式により開催します。	<政府活動>,<日本>,<その他>
83469180	環境省		環境省_千葉県いすみ市沖洋上風力発電事業に係る計画段階環境配慮書に対する環境大臣意見の提出について	<政府活動>,<日本>,<法整備・規制>,<施行>	環境省は、「（仮称）千葉県いすみ市沖洋上風力発電事業計画段階環境配慮書」（株式会社レノバ）に対する環境大臣意見を経済産業大臣に提出した。　環境大臣意見では、（１）工事中における水の濁り等による藻場や海生生物等への影響について、専門家等の助言を踏まえ、適切な調査、予測及び評価を行い、その結果を踏まえ、藻場等の改変を回避又は極力低減するとともに、環境保全措置を講ずることにより藻場や海生生物等への影響を回避又は極力低減すること、（２）主要な眺望点からの眺望の特性、利用状況等を把握した上で、フォトモンタージュ等を作成して、客観的な予測及び評価を行い、眺望景観への影響を回避又は極力低減するための措置を講ずること。また、事業計画の具体化並びに調査、予測及び評価に当たっては、南房総国定公園の管理者、地方公共団体その他の関係機関、地域住民等の意見を踏まえること等を求めている。	<政府活動>,<日本>,<法整備・規制>,<施行>
83674733	環境省		環境省_青森県における高病原性鳥インフルエンザの疑似患畜の確認について	<政府活動>,<日本>,<その他>	令和４年４月15日（金）、青森県横浜町の養鶏場において、高病原性鳥インフルエンザの疑似患畜が確認された旨の報告がありました。この報告を受け、発生農場の周辺半径10km圏内を野鳥監視重点区域に指定し、野鳥の監視を強化します。	<政府活動>,<日本>,<法整備・規制>
83567218	環境省		環境省_令和4年度「つなげよう、支えよう森里川海」プロジェクトにおけるアンバサダー等と連携した効果的な情報発信等業務	<政府活動>,<日本>,<その他>	次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
81600426	環境省		環境省_愛媛県における高病原性鳥インフルエンザの疑似患畜の確認に係る野鳥監視重点区域の解除について	<政府活動>,<日本>,<法整備・規制>,<廃止>	愛媛県西条市の養鶏場における高病原性鳥インフルエンザの疑似患畜の確認事例（家きん国内10、11、12例目）を受け、令和３年12月31日（金）に野鳥監視重点区域を指定し、野鳥監視を強化してきたところですが、その後、当該区域内において野鳥の大量死等の異常は確認されなかったため、令和４年２月15日（火）24時に当該区域を解除しました。	<政府活動>,<日本>,<法整備・規制>,<廃止>
83581621	環境省		環境省_政府における「熱中症対策行動計画」の改定について		政府は、熱中症対策を更に推進するため、令和４年４月13 日（水）に「熱中症対策推進会議」を開催し、昨年３月に策定した「熱中症対策行動計画」を改定しました。	<政府活動>,<日本>,<法整備・規制>,<改正>
81706578	環境省		環境省_岩手県の死亡野鳥における高病原性鳥インフルエンザウイルス検査陽性について		岩手県久慈市で令和４年２月14日（月）に回収され、簡易検査で陽性となったオオハクチョウ１羽の死亡個体について遺伝子検査を実施したところ、２月18日（金）に高病原性鳥インフルエンザウイルスが検出された（Ｈ５亜型陽性）旨の報告がありました。	
82521973	環境省		環境省_中央環境審議会自然環境部会生物多様性国家戦略小委員会の開催について	<政府活動>,<日本>,<国際会議・会合・会談>	令和４年３月22日（火）に、中央環境審議会自然環境部会生物多様性国家戦略小委員会（第４回）を開催します。　なお、本小委員会は新型コロナウイルス感染症の感染拡大防止のため、WEB会議システムにより開催します。	<政府活動>,<日本>,<国際会議・会合・会談>
85770935	環境省		環境省_一般社団法人全国信用金庫協会、信金中央金庫との「持続可能な地域経済社会の実現に向けた連携協定書」の締結について		環境省では、一般社団法人全国信用金庫協会（会長 御室健一郎氏）及び信金中央金庫（理事長 柴田弘之氏）と「持続可能な地域経済社会の実現に向けた連携協定書」を締結しましたので下記のとおりお知らせいたします。	<政府活動>,<日本>,<法整備・規制>,<施行>
86214986	環境省		環境省_令和4年度建築物等の解体等工事における石綿の飛散防止対策技術講習会等運営業務		次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
84262535	環境省		環境省_令和4年度国立公園満喫プロジェクトランディングサイト拡充等業務		次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
85656197	環境省		環境省_令和4年度地域循環共生圏創造を担うローカルSDGsリーダー研修実施業務	<政府活動>,<日本>,<法整備・規制>	次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
82521975	環境省		環境省_令和4年度いきものログシステム運用保守業務		次のとおり一般競争入札に付します。	<政府活動>,<日本>,<その他>
